Area,Country code,Year,Area type,Continent,Ember region,EU,OECD,G20,G7,ASEAN,Category,Subcategory,Variable,Unit,Value,YoY absolute change,YoY % change,country_code,2030_capacity_target
Argentina,ARG,2001,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Bioenergy,GW,0.12,0,0,ARG,32.47
Argentina,ARG,2001,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Coal,GW,0.38,0,0,ARG,32.47
Argentina,ARG,2001,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Gas,GW,10.23,1.79,21.21,ARG,32.47
Argentina,ARG,2001,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Hydro,GW,8.64,0.03,0.35,ARG,32.47
Argentina,ARG,2001,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Nuclear,GW,1,0,0,ARG,32.47
Argentina,ARG,2001,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Other Fossil,GW,0.5,-0.29,-36.71,ARG,32.47
Argentina,ARG,2001,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Solar,GW,0,0,0,ARG,32.47
Argentina,ARG,2001,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Wind,GW,0,-0.01,-100,ARG,32.47
Argentina,ARG,2002,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Bioenergy,GW,0.13,0.01,8.33,ARG,32.47
Argentina,ARG,2002,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Coal,GW,0.38,0,0,ARG,32.47
Argentina,ARG,2002,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Gas,GW,10.74,0.51,4.99,ARG,32.47
Argentina,ARG,2002,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Hydro,GW,8.79,0.15,1.74,ARG,32.47
Argentina,ARG,2002,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Nuclear,GW,1,0,0,ARG,32.47
Argentina,ARG,2002,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Other Fossil,GW,0.32,-0.18,-36,ARG,32.47
Argentina,ARG,2002,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Solar,GW,0,0,0,ARG,32.47
Argentina,ARG,2002,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Wind,GW,0,0,0,ARG,32.47
Argentina,ARG,2003,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Bioenergy,GW,0.16,0.03,23.08,ARG,32.47
Argentina,ARG,2003,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Coal,GW,0.38,0,0,ARG,32.47
Argentina,ARG,2003,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Gas,GW,10.86,0.12,1.12,ARG,32.47
Argentina,ARG,2003,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Hydro,GW,8.81,0.02,0.23,ARG,32.47
Argentina,ARG,2003,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Nuclear,GW,1,0,0,ARG,32.47
Argentina,ARG,2003,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Other Fossil,GW,0.44,0.12,37.5,ARG,32.47
Argentina,ARG,2003,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Solar,GW,0,0,0,ARG,32.47
Argentina,ARG,2003,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Wind,GW,0,0,0,ARG,32.47
Argentina,ARG,2004,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Bioenergy,GW,0.16,0,0,ARG,32.47
Argentina,ARG,2004,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Coal,GW,0.38,0,0,ARG,32.47
Argentina,ARG,2004,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Gas,GW,10.86,0,0,ARG,32.47
Argentina,ARG,2004,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Hydro,GW,8.93,0.12,1.36,ARG,32.47
Argentina,ARG,2004,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Nuclear,GW,1,0,0,ARG,32.47
Argentina,ARG,2004,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Other Fossil,GW,1.43,0.99,225,ARG,32.47
Argentina,ARG,2004,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Solar,GW,0,0,0,ARG,32.47
Argentina,ARG,2004,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Wind,GW,0,0,0,ARG,32.47
Argentina,ARG,2005,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Bioenergy,GW,0.16,0,0,ARG,32.47
Argentina,ARG,2005,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Coal,GW,0.38,0,0,ARG,32.47
Argentina,ARG,2005,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Gas,GW,10.86,0,0,ARG,32.47
Argentina,ARG,2005,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Hydro,GW,8.95,0.02,0.22,ARG,32.47
Argentina,ARG,2005,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Nuclear,GW,1,0,0,ARG,32.47
Argentina,ARG,2005,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Other Fossil,GW,1.78,0.35,24.48,ARG,32.47
Argentina,ARG,2005,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Solar,GW,0,0,0,ARG,32.47
Argentina,ARG,2005,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Wind,GW,0,0,0,ARG,32.47
Argentina,ARG,2006,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Bioenergy,GW,0.17,0.01,6.25,ARG,32.47
Argentina,ARG,2006,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Coal,GW,0.38,0,0,ARG,32.47
Argentina,ARG,2006,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Gas,GW,10.86,0,0,ARG,32.47
Argentina,ARG,2006,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Hydro,GW,8.95,0,0,ARG,32.47
Argentina,ARG,2006,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Nuclear,GW,1,0,0,ARG,32.47
Argentina,ARG,2006,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Other Fossil,GW,2.44,0.66,37.08,ARG,32.47
Argentina,ARG,2006,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Solar,GW,0,0,0,ARG,32.47
Argentina,ARG,2006,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Wind,GW,0,0,0,ARG,32.47
Argentina,ARG,2007,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Bioenergy,GW,0.19,0.02,11.76,ARG,32.47
Argentina,ARG,2007,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Coal,GW,0.38,0,0,ARG,32.47
Argentina,ARG,2007,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Gas,GW,10.86,0,0,ARG,32.47
Argentina,ARG,2007,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Hydro,GW,9.19,0.24,2.68,ARG,32.47
Argentina,ARG,2007,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Nuclear,GW,1,0,0,ARG,32.47
Argentina,ARG,2007,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Other Fossil,GW,3.64,1.2,49.18,ARG,32.47
Argentina,ARG,2007,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Solar,GW,0,0,0,ARG,32.47
Argentina,ARG,2007,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Wind,GW,0,0,0,ARG,32.47
Argentina,ARG,2008,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Bioenergy,GW,0.19,0,0,ARG,32.47
Argentina,ARG,2008,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Coal,GW,0.38,0,0,ARG,32.47
Argentina,ARG,2008,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Gas,GW,11.54,0.68,6.26,ARG,32.47
Argentina,ARG,2008,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Hydro,GW,9.19,0,0,ARG,32.47
Argentina,ARG,2008,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Nuclear,GW,1,0,0,ARG,32.47
Argentina,ARG,2008,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Other Fossil,GW,4.27,0.63,17.31,ARG,32.47
Argentina,ARG,2008,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Solar,GW,0,0,0,ARG,32.47
Argentina,ARG,2008,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Wind,GW,0,0,0,ARG,32.47
Argentina,ARG,2009,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Bioenergy,GW,0.2,0.01,5.26,ARG,32.47
Argentina,ARG,2009,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Coal,GW,0.38,0,0,ARG,32.47
Argentina,ARG,2009,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Gas,GW,11.66,0.12,1.04,ARG,32.47
Argentina,ARG,2009,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Hydro,GW,9.57,0.38,4.13,ARG,32.47
Argentina,ARG,2009,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Nuclear,GW,1,0,0,ARG,32.47
Argentina,ARG,2009,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Other Fossil,GW,3.45,-0.82,-19.2,ARG,32.47
Argentina,ARG,2009,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Solar,GW,0,0,0,ARG,32.47
Argentina,ARG,2009,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Wind,GW,0,0,0,ARG,32.47
Argentina,ARG,2010,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Bioenergy,GW,0.21,0.01,5,ARG,32.47
Argentina,ARG,2010,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Coal,GW,0.38,0,0,ARG,32.47
Argentina,ARG,2010,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Gas,GW,14.13,2.47,21.18,ARG,32.47
Argentina,ARG,2010,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Hydro,GW,9.57,0,0,ARG,32.47
Argentina,ARG,2010,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Nuclear,GW,1,0,0,ARG,32.47
Argentina,ARG,2010,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Other Fossil,GW,5.15,1.7,49.28,ARG,32.47
Argentina,ARG,2010,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Solar,GW,0,0,0,ARG,32.47
Argentina,ARG,2010,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Wind,GW,0,0,0,ARG,32.47
Argentina,ARG,2011,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Bioenergy,GW,0.21,0,0,ARG,32.47
Argentina,ARG,2011,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Coal,GW,0.38,0,0,ARG,32.47
Argentina,ARG,2011,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Gas,GW,14.94,0.81,5.73,ARG,32.47
Argentina,ARG,2011,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Hydro,GW,10.1,0.53,5.54,ARG,32.47
Argentina,ARG,2011,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Nuclear,GW,1,0,0,ARG,32.47
Argentina,ARG,2011,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Other Fossil,GW,6.11,0.96,18.64,ARG,32.47
Argentina,ARG,2011,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Solar,GW,0.01,0.01,0,ARG,32.47
Argentina,ARG,2011,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Wind,GW,0.01,0.01,0,ARG,32.47
Argentina,ARG,2012,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Bioenergy,GW,0.21,0,0,ARG,32.47
Argentina,ARG,2012,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Coal,GW,0.38,0,0,ARG,32.47
Argentina,ARG,2012,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Gas,GW,15.23,0.29,1.94,ARG,32.47
Argentina,ARG,2012,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Hydro,GW,10.14,0.04,0.4,ARG,32.47
Argentina,ARG,2012,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Nuclear,GW,1,0,0,ARG,32.47
Argentina,ARG,2012,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Other Fossil,GW,6.15,0.04,0.65,ARG,32.47
Argentina,ARG,2012,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Solar,GW,0.01,0,0,ARG,32.47
Argentina,ARG,2012,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Wind,GW,0.11,0.1,1000,ARG,32.47
Argentina,ARG,2013,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Bioenergy,GW,0.21,0,0,ARG,32.47
Argentina,ARG,2013,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Coal,GW,0.38,0,0,ARG,32.47
Argentina,ARG,2013,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Gas,GW,15.23,0,0,ARG,32.47
Argentina,ARG,2013,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Hydro,GW,10.14,0,0,ARG,32.47
Argentina,ARG,2013,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Nuclear,GW,1.01,0.01,1,ARG,32.47
Argentina,ARG,2013,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Other Fossil,GW,5.23,-0.92,-14.96,ARG,32.47
Argentina,ARG,2013,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Solar,GW,0.02,0.01,100,ARG,32.47
Argentina,ARG,2013,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Wind,GW,0.16,0.05,45.45,ARG,32.47
Argentina,ARG,2014,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Bioenergy,GW,0.19,-0.02,-9.52,ARG,32.47
Argentina,ARG,2014,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Coal,GW,0.38,0,0,ARG,32.47
Argentina,ARG,2014,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Gas,GW,15.23,0,0,ARG,32.47
Argentina,ARG,2014,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Hydro,GW,10.14,0,0,ARG,32.47
Argentina,ARG,2014,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Nuclear,GW,1.52,0.51,50.5,ARG,32.47
Argentina,ARG,2014,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Other Fossil,GW,5.81,0.58,11.09,ARG,32.47
Argentina,ARG,2014,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Solar,GW,0.02,0,0,ARG,32.47
Argentina,ARG,2014,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Wind,GW,0.19,0.03,18.75,ARG,32.47
Argentina,ARG,2015,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Bioenergy,GW,0.22,0.03,15.79,ARG,32.47
Argentina,ARG,2015,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Coal,GW,0.38,0,0,ARG,32.47
Argentina,ARG,2015,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Gas,GW,15.29,0.06,0.39,ARG,32.47
Argentina,ARG,2015,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Hydro,GW,10.14,0,0,ARG,32.47
Argentina,ARG,2015,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Nuclear,GW,1.73,0.21,13.82,ARG,32.47
Argentina,ARG,2015,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Other Fossil,GW,4.69,-1.12,-19.28,ARG,32.47
Argentina,ARG,2015,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Solar,GW,0.02,0,0,ARG,32.47
Argentina,ARG,2015,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Wind,GW,0.19,0,0,ARG,32.47
Argentina,ARG,2016,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Bioenergy,GW,0.22,0,0,ARG,32.47
Argentina,ARG,2016,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Coal,GW,0.38,0,0,ARG,32.47
Argentina,ARG,2016,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Gas,GW,15.97,0.68,4.45,ARG,32.47
Argentina,ARG,2016,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Hydro,GW,10.2,0.06,0.59,ARG,32.47
Argentina,ARG,2016,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Nuclear,GW,1.75,0.02,1.16,ARG,32.47
Argentina,ARG,2016,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Other Fossil,GW,4.72,0.03,0.64,ARG,32.47
Argentina,ARG,2016,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Solar,GW,0.02,0,0,ARG,32.47
Argentina,ARG,2016,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Wind,GW,0.19,0,0,ARG,32.47
Argentina,ARG,2017,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Bioenergy,GW,0.23,0.01,4.55,ARG,32.47
Argentina,ARG,2017,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Coal,GW,0.38,0,0,ARG,32.47
Argentina,ARG,2017,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Gas,GW,17.05,1.08,6.76,ARG,32.47
Argentina,ARG,2017,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Hydro,GW,10.27,0.07,0.69,ARG,32.47
Argentina,ARG,2017,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Nuclear,GW,1.75,0,0,ARG,32.47
Argentina,ARG,2017,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Other Fossil,GW,4.66,-0.06,-1.27,ARG,32.47
Argentina,ARG,2017,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Solar,GW,0.02,0,0,ARG,32.47
Argentina,ARG,2017,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Wind,GW,0.23,0.04,21.05,ARG,32.47
Argentina,ARG,2018,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Bioenergy,GW,0.24,0.01,4.35,ARG,32.47
Argentina,ARG,2018,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Coal,GW,0.38,0,0,ARG,32.47
Argentina,ARG,2018,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Gas,GW,18.85,1.8,10.56,ARG,32.47
Argentina,ARG,2018,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Hydro,GW,10.32,0.05,0.49,ARG,32.47
Argentina,ARG,2018,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Nuclear,GW,1.75,0,0,ARG,32.47
Argentina,ARG,2018,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Other Fossil,GW,4.46,-0.2,-4.29,ARG,32.47
Argentina,ARG,2018,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Solar,GW,0.2,0.18,900,ARG,32.47
Argentina,ARG,2018,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Wind,GW,0.75,0.52,226.09,ARG,32.47
Argentina,ARG,2019,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Bioenergy,GW,0.27,0.03,12.5,ARG,32.47
Argentina,ARG,2019,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Coal,GW,0.38,0,0,ARG,32.47
Argentina,ARG,2019,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Gas,GW,19.05,0.2,1.06,ARG,32.47
Argentina,ARG,2019,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Hydro,GW,10.34,0.02,0.19,ARG,32.47
Argentina,ARG,2019,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Nuclear,GW,1.75,0,0,ARG,32.47
Argentina,ARG,2019,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Other Fossil,GW,4.5,0.04,0.9,ARG,32.47
Argentina,ARG,2019,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Solar,GW,0.45,0.25,125,ARG,32.47
Argentina,ARG,2019,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Wind,GW,1.61,0.86,114.67,ARG,32.47
Argentina,ARG,2020,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Bioenergy,GW,0.33,0.06,22.22,ARG,32.47
Argentina,ARG,2020,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Coal,GW,0.38,0,0,ARG,32.47
Argentina,ARG,2020,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Gas,GW,20.94,1.89,9.92,ARG,32.47
Argentina,ARG,2020,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Hydro,GW,10.38,0.04,0.39,ARG,32.47
Argentina,ARG,2020,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Nuclear,GW,1.75,0,0,ARG,32.47
Argentina,ARG,2020,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Other Fossil,GW,4.54,0.04,0.89,ARG,32.47
Argentina,ARG,2020,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Solar,GW,0.77,0.32,71.11,ARG,32.47
Argentina,ARG,2020,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Wind,GW,2.62,1.01,62.73,ARG,32.47
Argentina,ARG,2021,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Bioenergy,GW,0.36,0.03,9.09,ARG,32.47
Argentina,ARG,2021,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Coal,GW,0.38,0,0,ARG,32.47
Argentina,ARG,2021,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Gas,GW,20.99,0.05,0.24,ARG,32.47
Argentina,ARG,2021,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Hydro,GW,10.38,0,0,ARG,32.47
Argentina,ARG,2021,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Nuclear,GW,1.75,0,0,ARG,32.47
Argentina,ARG,2021,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Other Fossil,GW,4.52,-0.02,-0.44,ARG,32.47
Argentina,ARG,2021,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Solar,GW,1.08,0.31,40.26,ARG,32.47
Argentina,ARG,2021,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Wind,GW,3.29,0.67,25.57,ARG,32.47
Argentina,ARG,2022,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Bioenergy,GW,0.37,0.01,2.78,ARG,32.47
Argentina,ARG,2022,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Coal,GW,0.5,0.12,31.58,ARG,32.47
Argentina,ARG,2022,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Gas,GW,20.99,0,0,ARG,32.47
Argentina,ARG,2022,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Hydro,GW,10.39,0.01,0.1,ARG,32.47
Argentina,ARG,2022,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Nuclear,GW,1.75,0,0,ARG,32.47
Argentina,ARG,2022,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Other Fossil,GW,4.53,0.01,0.22,ARG,32.47
Argentina,ARG,2022,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Solar,GW,1.12,0.04,3.7,ARG,32.47
Argentina,ARG,2022,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Wind,GW,3.31,0.02,0.61,ARG,32.47
Argentina,ARG,2023,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Bioenergy,GW,0.38,0.01,2.7,ARG,32.47
Argentina,ARG,2023,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Coal,GW,0.5,0,0,ARG,32.47
Argentina,ARG,2023,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Gas,GW,20.99,0,0,ARG,32.47
Argentina,ARG,2023,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Hydro,GW,10.39,0,0,ARG,32.47
Argentina,ARG,2023,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Nuclear,GW,1.75,0,0,ARG,32.47
Argentina,ARG,2023,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Other Fossil,GW,4.54,0.01,0.22,ARG,32.47
Argentina,ARG,2023,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Solar,GW,1.41,0.29,25.89,ARG,32.47
Argentina,ARG,2023,Country,South America,Latin America and Caribbean,0,0,1,0,0,Capacity,Fuel,Wind,GW,3.71,0.4,12.08,ARG,32.47
Australia,AUS,2001,Country,Oceania,Oceania,0,1,1,0,0,Capacity,Fuel,Bioenergy,GW,0.58,0.16,38.1,AUS,92.43
Australia,AUS,2001,Country,Oceania,Oceania,0,1,1,0,0,Capacity,Fuel,Coal,GW,28.82,1.07,3.86,AUS,92.43
